"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test is verifying that a user can do registration with specified fields.","52","User registration","tests.user","Sat Jan 31 15:03:09 UTC 2026","passed","Sat Jan 31 15:03:09 UTC 2026","TestUserOperations","test_user_operations","",""
"Test is verifying that a user can do registration with specified fields.","66","User registration","tests.user","Sat Jan 31 15:03:09 UTC 2026","passed","Sat Jan 31 15:03:09 UTC 2026","TestUserOperations","test_user_operations","",""
