"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test is verifying that a user can do registration with specified fields.","44","User registration","tests.user","Sun Mar 08 12:10:06 UTC 2026","passed","Sun Mar 08 12:10:06 UTC 2026","TestUserOperations","test_user_operations","",""
"Test is verifying that a user can do registration with specified fields.","83","User registration","tests.user","Sun Mar 08 12:10:06 UTC 2026","passed","Sun Mar 08 12:10:06 UTC 2026","TestUserOperations","test_user_operations","",""
