"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test is verifying that a user can do registration with specified fields.","86","User registration","tests.user","Wed Jan 28 04:24:17 UTC 2026","passed","Wed Jan 28 04:24:17 UTC 2026","TestUserOperations","test_user_operations","",""
"Test is verifying that a user can do registration with specified fields.","365","User registration","tests.user","Wed Jan 28 04:24:17 UTC 2026","passed","Wed Jan 28 04:24:17 UTC 2026","TestUserOperations","test_user_operations","",""
