"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test is verifying that a user can do registration with specified fields.","24","User registration","tests.user","Sat Mar 07 17:37:20 UTC 2026","passed","Sat Mar 07 17:37:20 UTC 2026","TestUserOperations","test_user_operations","",""
"Test is verifying that a user can do registration with specified fields.","53","User registration","tests.user","Sat Mar 07 17:37:20 UTC 2026","passed","Sat Mar 07 17:37:20 UTC 2026","TestUserOperations","test_user_operations","",""
