"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test is verifying that a user can do registration with specified fields.","77","User registration","tests.user","Sun Mar 08 12:03:59 UTC 2026","passed","Sun Mar 08 12:03:59 UTC 2026","TestUserOperations","test_user_operations","",""
"Test is verifying that a user can do registration with specified fields.","302","User registration","tests.user","Sun Mar 08 12:03:59 UTC 2026","passed","Sun Mar 08 12:03:59 UTC 2026","TestUserOperations","test_user_operations","",""
