"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test is verifying that a user can do registration with specified fields.","60","User registration","tests.user","Wed Jan 28 13:48:48 UTC 2026","passed","Wed Jan 28 13:48:48 UTC 2026","TestUserOperations","test_user_operations","",""
"Test is verifying that a user can do registration with specified fields.","69","User registration","tests.user","Wed Jan 28 13:48:49 UTC 2026","passed","Wed Jan 28 13:48:49 UTC 2026","TestUserOperations","test_user_operations","",""
